item_idx,image_path,pathology,difficulty,discrimination,guessing
120,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.191843,5.732657,0.298243
121,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Consolidation,-1.772237,4.597502,0.230223
122,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Pneumonia,-2.919991,3.172306,0.217775
123,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-1.099101,6.046922,0.275295
124,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Consolidation,-1.528969,5.455488,0.204517
125,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Pneumonia,-1.131747,5.798723,0.314533
126,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.835239,3.766106,0.403825
127,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Consolidation,-1.147443,5.364453,0.302103
128,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Pneumonia,-0.472380,8.664234,0.296362
129,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.886177,4.540964,0.209883
130,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Consolidation,-1.102226,5.878324,0.305814
131,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Pneumonia,-1.109549,6.427996,0.239177
132,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.337847,4.758899,0.598246
133,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Consolidation,-1.365110,5.868276,0.213988
134,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Pneumonia,-1.389708,4.843890,0.494166
135,CheXpert-v1.0/train/patient64579/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.064629,5.730630,0.356753
136,CheXpert-v1.0/train/patient64579/study1/view1_frontal.jpg,Consolidation,-1.663257,4.356264,0.404839
137,CheXpert-v1.0/train/patient64579/study1/view1_frontal.jpg,Pneumonia,-1.447489,4.882176,0.344847
138,CheXpert-v1.0/train/patient64580/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,1.852036,10.042594,0.001149
139,CheXpert-v1.0/train/patient64580/study1/view1_frontal.jpg,Consolidation,-0.839834,7.069302,0.203047
140,CheXpert-v1.0/train/patient64580/study1/view1_frontal.jpg,Pneumonia,1.432062,0.110646,0.035862
141,CheXpert-v1.0/train/patient64581/study1/view3_lateral.jpg,Enlarged Cardiomediastinum,-1.868279,4.786071,0.189943
142,CheXpert-v1.0/train/patient64581/study1/view3_lateral.jpg,Consolidation,-1.303517,4.953339,0.302041
143,CheXpert-v1.0/train/patient64581/study1/view3_lateral.jpg,Pneumonia,-2.930831,2.807803,0.286709
144,CheXpert-v1.0/train/patient64581/study1/view2_frontal.jpg,Enlarged Cardiomediastinum,-1.197300,5.919487,0.178316
145,CheXpert-v1.0/train/patient64581/study1/view2_frontal.jpg,Consolidation,-1.833810,4.020100,0.275270
146,CheXpert-v1.0/train/patient64581/study1/view2_frontal.jpg,Pneumonia,-1.561562,4.230735,0.119203
147,CheXpert-v1.0/train/patient64582/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.921988,3.959114,0.326233
148,CheXpert-v1.0/train/patient64582/study1/view1_frontal.jpg,Consolidation,2.404703,7.301689,0.001050
149,CheXpert-v1.0/train/patient64582/study1/view1_frontal.jpg,Pneumonia,-1.048202,6.155475,0.263679
150,CheXpert-v1.0/train/patient64583/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,0.763322,206.524704,0.000546
151,CheXpert-v1.0/train/patient64583/study1/view1_frontal.jpg,Consolidation,-2.176153,3.513643,0.636809
152,CheXpert-v1.0/train/patient64583/study1/view1_frontal.jpg,Pneumonia,-1.920558,4.577591,0.199058
153,CheXpert-v1.0/train/patient64584/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.751044,4.602211,0.235530
154,CheXpert-v1.0/train/patient64584/study1/view1_frontal.jpg,Consolidation,-1.495106,3.714425,0.886523
155,CheXpert-v1.0/train/patient64584/study1/view1_frontal.jpg,Pneumonia,0.275635,0.515748,0.119203
156,CheXpert-v1.0/train/patient64584/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-1.511485,4.307468,0.450218
157,CheXpert-v1.0/train/patient64584/study1/view2_lateral.jpg,Consolidation,-3.123134,2.500250,0.427669
158,CheXpert-v1.0/train/patient64584/study1/view2_lateral.jpg,Pneumonia,-2.095906,4.278194,0.143974
159,CheXpert-v1.0/train/patient64585/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,0.763543,460.803528,0.001772
160,CheXpert-v1.0/train/patient64585/study1/view1_frontal.jpg,Consolidation,-2.974163,2.702755,0.486076
161,CheXpert-v1.0/train/patient64585/study1/view1_frontal.jpg,Pneumonia,-1.897804,3.766102,0.620042
162,CheXpert-v1.0/train/patient64588/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-0.973975,6.040866,0.264455
163,CheXpert-v1.0/train/patient64588/study1/view1_frontal.jpg,Consolidation,-1.113567,5.781604,0.326927
164,CheXpert-v1.0/train/patient64588/study1/view1_frontal.jpg,Pneumonia,-1.419088,4.656478,0.312444
165,CheXpert-v1.0/train/patient64588/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-0.967431,5.761918,0.384287
166,CheXpert-v1.0/train/patient64588/study1/view2_lateral.jpg,Consolidation,-0.744843,8.888289,0.120454
167,CheXpert-v1.0/train/patient64588/study1/view2_lateral.jpg,Pneumonia,1.021640,1.988543,0.119203
168,CheXpert-v1.0/train/patient64589/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,4.313770,3.240557,0.001149
169,CheXpert-v1.0/train/patient64589/study1/view2_lateral.jpg,Consolidation,-2.614864,3.074434,0.283947
170,CheXpert-v1.0/train/patient64589/study1/view2_lateral.jpg,Pneumonia,-1.995806,3.526398,0.491194
171,CheXpert-v1.0/train/patient64589/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,3.302506,0.125702,0.136578
172,CheXpert-v1.0/train/patient64589/study1/view1_frontal.jpg,Consolidation,3.608867,3.990233,0.001149
173,CheXpert-v1.0/train/patient64589/study1/view1_frontal.jpg,Pneumonia,1.108512,0.032902,0.012083
174,CheXpert-v1.0/train/patient64590/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,3.132009,0.079860,0.086142
175,CheXpert-v1.0/train/patient64590/study1/view2_lateral.jpg,Consolidation,-1.625455,4.808403,0.244696
176,CheXpert-v1.0/train/patient64590/study1/view2_lateral.jpg,Pneumonia,-1.120295,5.093760,0.555813
177,CheXpert-v1.0/train/patient64591/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.667284,4.368492,0.363359
178,CheXpert-v1.0/train/patient64591/study1/view1_frontal.jpg,Consolidation,-0.285074,11.145534,0.306127
179,CheXpert-v1.0/train/patient64591/study1/view1_frontal.jpg,Pneumonia,-0.864705,6.417752,0.289790
180,CheXpert-v1.0/train/patient64592/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,0.970684,0.226757,0.022010
181,CheXpert-v1.0/train/patient64592/study1/view1_frontal.jpg,Consolidation,3.083483,4.853102,0.001050
182,CheXpert-v1.0/train/patient64592/study1/view1_frontal.jpg,Pneumonia,4.289639,3.394520,0.001050
183,CheXpert-v1.0/train/patient64593/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.953386,5.015110,0.161949
184,CheXpert-v1.0/train/patient64593/study1/view1_frontal.jpg,Consolidation,-1.793892,4.007963,0.662490
185,CheXpert-v1.0/train/patient64593/study1/view1_frontal.jpg,Pneumonia,-1.044096,5.286740,0.522403
186,CheXpert-v1.0/train/patient64594/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-2.029157,3.879207,0.289939
187,CheXpert-v1.0/train/patient64594/study1/view1_frontal.jpg,Consolidation,-1.274528,5.239902,0.400298
188,CheXpert-v1.0/train/patient64594/study1/view1_frontal.jpg,Pneumonia,-1.198190,5.632423,0.318122
189,CheXpert-v1.0/train/patient64594/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-1.631182,4.246653,0.311119
190,CheXpert-v1.0/train/patient64594/study1/view2_lateral.jpg,Consolidation,-3.530692,2.238486,0.504787
191,CheXpert-v1.0/train/patient64594/study1/view2_lateral.jpg,Pneumonia,-1.113197,6.502872,0.148667
192,CheXpert-v1.0/train/patient64595/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-2.158318,3.565235,0.371034
193,CheXpert-v1.0/train/patient64595/study1/view1_frontal.jpg,Consolidation,-1.713561,2.940103,0.836702
194,CheXpert-v1.0/train/patient64595/study1/view1_frontal.jpg,Pneumonia,-1.999113,3.792027,0.495641
195,CheXpert-v1.0/train/patient64595/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-1.088730,5.608318,0.285191
196,CheXpert-v1.0/train/patient64595/study1/view2_lateral.jpg,Consolidation,-1.331946,5.418608,0.193698
197,CheXpert-v1.0/train/patient64595/study1/view2_lateral.jpg,Pneumonia,-1.076359,5.435975,0.350718
198,CheXpert-v1.0/train/patient64596/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.400370,5.334330,0.252696
199,CheXpert-v1.0/train/patient64596/study1/view1_frontal.jpg,Consolidation,-1.329875,0.786124,0.119203
200,CheXpert-v1.0/train/patient64596/study1/view1_frontal.jpg,Pneumonia,-1.532112,4.777263,0.296446
201,CheXpert-v1.0/train/patient64597/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.384449,5.840156,0.211205
202,CheXpert-v1.0/train/patient64597/study1/view1_frontal.jpg,Consolidation,-2.479458,3.172833,0.396914
203,CheXpert-v1.0/train/patient64597/study1/view1_frontal.jpg,Pneumonia,-2.820849,2.867836,0.773795
204,CheXpert-v1.0/train/patient64597/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-2.027483,4.029218,0.251422
205,CheXpert-v1.0/train/patient64597/study1/view2_lateral.jpg,Consolidation,-0.893423,6.268066,0.298571
206,CheXpert-v1.0/train/patient64597/study1/view2_lateral.jpg,Pneumonia,-0.371488,10.265838,0.311270
207,CheXpert-v1.0/train/patient64599/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-3.304454,2.600640,0.310770
208,CheXpert-v1.0/train/patient64599/study1/view1_frontal.jpg,Consolidation,0.946835,0.021670,0.010397
209,CheXpert-v1.0/train/patient64599/study1/view1_frontal.jpg,Pneumonia,0.881259,0.235451,0.012430
210,CheXpert-v1.0/train/patient64599/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-0.957504,6.458097,0.234154
211,CheXpert-v1.0/train/patient64599/study1/view2_lateral.jpg,Consolidation,-1.767792,5.320359,0.171626
212,CheXpert-v1.0/train/patient64599/study1/view2_lateral.jpg,Pneumonia,-1.556910,4.280320,0.645256
213,CheXpert-v1.0/train/patient64600/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-2.366815,3.277136,0.456458
214,CheXpert-v1.0/train/patient64600/study1/view2_lateral.jpg,Consolidation,-1.490961,4.702984,0.438851
215,CheXpert-v1.0/train/patient64600/study1/view2_lateral.jpg,Pneumonia,-0.946685,7.478467,0.206391
216,CheXpert-v1.0/train/patient64601/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.078766,6.433949,0.241619
217,CheXpert-v1.0/train/patient64601/study1/view1_frontal.jpg,Consolidation,-1.658511,4.170575,0.688305
218,CheXpert-v1.0/train/patient64601/study1/view1_frontal.jpg,Pneumonia,-1.087041,5.445908,0.443287
219,CheXpert-v1.0/train/patient64603/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.283428,6.368791,0.205982
220,CheXpert-v1.0/train/patient64603/study1/view1_frontal.jpg,Consolidation,4.042190,3.267095,0.001050
221,CheXpert-v1.0/train/patient64603/study1/view1_frontal.jpg,Pneumonia,3.378009,4.350534,0.001050
222,CheXpert-v1.0/train/patient64604/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,0.772708,601.609802,0.020118
223,CheXpert-v1.0/train/patient64604/study1/view1_frontal.jpg,Consolidation,2.978755,2.783124,0.498934
224,CheXpert-v1.0/train/patient64604/study1/view1_frontal.jpg,Pneumonia,-1.203579,5.929616,0.260432
225,CheXpert-v1.0/train/patient64605/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-1.965089,4.104261,0.255960
226,CheXpert-v1.0/train/patient64605/study1/view1_frontal.jpg,Consolidation,-1.793787,4.294484,0.279894
227,CheXpert-v1.0/train/patient64605/study1/view1_frontal.jpg,Pneumonia,-1.287096,6.021531,0.223799
228,CheXpert-v1.0/train/patient64606/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,2.771836,5.671810,0.001050
229,CheXpert-v1.0/train/patient64606/study1/view1_frontal.jpg,Consolidation,-2.141582,4.024274,0.222189
230,CheXpert-v1.0/train/patient64606/study1/view1_frontal.jpg,Pneumonia,-2.043159,3.712617,0.387552
231,CheXpert-v1.0/train/patient64606/study1/view2_lateral.jpg,Enlarged Cardiomediastinum,-1.648123,4.344872,0.270944
232,CheXpert-v1.0/train/patient64606/study1/view2_lateral.jpg,Consolidation,-1.873529,3.765576,0.355819
233,CheXpert-v1.0/train/patient64606/study1/view2_lateral.jpg,Pneumonia,-0.582205,8.029069,0.426359
234,CheXpert-v1.0/train/patient64607/study1/view1_frontal.jpg,Enlarged Cardiomediastinum,-0.584365,8.543707,0.201741
