item_idx,image_path,pathology,difficulty,discrimination
23,CheXpert-v1.0/train/patient64544/study1/view1_frontal.jpg,Support Devices,1.090469,35.017982
24,CheXpert-v1.0/train/patient64545/study1/view1_frontal.jpg,Cardiomegaly,-1.756080,3.580002
25,CheXpert-v1.0/train/patient64545/study1/view1_frontal.jpg,Lung Opacity,1.057916,32.141510
26,CheXpert-v1.0/train/patient64545/study1/view1_frontal.jpg,Edema,-0.993785,3.202289
27,CheXpert-v1.0/train/patient64545/study1/view1_frontal.jpg,Atelectasis,-0.200395,0.296223
28,CheXpert-v1.0/train/patient64545/study1/view1_frontal.jpg,Pleural Effusion,0.834081,0.761001
29,CheXpert-v1.0/train/patient64545/study1/view1_frontal.jpg,Support Devices,1.062404,1.674716
30,CheXpert-v1.0/train/patient64546/study1/view1_frontal.jpg,Cardiomegaly,-1.289861,3.598592
31,CheXpert-v1.0/train/patient64546/study1/view1_frontal.jpg,Lung Opacity,-1.752150,3.324444
32,CheXpert-v1.0/train/patient64546/study1/view1_frontal.jpg,Edema,-1.731057,3.405062
33,CheXpert-v1.0/train/patient64546/study1/view1_frontal.jpg,Atelectasis,-0.910728,4.376846
34,CheXpert-v1.0/train/patient64546/study1/view1_frontal.jpg,Pleural Effusion,2.749949,6.222262
35,CheXpert-v1.0/train/patient64546/study1/view1_frontal.jpg,Support Devices,4.066773,3.416575
36,CheXpert-v1.0/train/patient64547/study1/view1_frontal.jpg,Cardiomegaly,-2.615483,2.513714
37,CheXpert-v1.0/train/patient64547/study1/view1_frontal.jpg,Lung Opacity,2.567233,1.338869
38,CheXpert-v1.0/train/patient64547/study1/view1_frontal.jpg,Edema,-0.473120,2.670918
39,CheXpert-v1.0/train/patient64547/study1/view1_frontal.jpg,Atelectasis,-1.471312,3.237096
40,CheXpert-v1.0/train/patient64547/study1/view1_frontal.jpg,Pleural Effusion,-2.013647,3.663618
41,CheXpert-v1.0/train/patient64547/study1/view1_frontal.jpg,Support Devices,-2.775089,2.051001
42,CheXpert-v1.0/train/patient64547/study1/view2_frontal.jpg,Cardiomegaly,-2.082038,2.624756
43,CheXpert-v1.0/train/patient64547/study1/view2_frontal.jpg,Lung Opacity,3.455169,1.409659
44,CheXpert-v1.0/train/patient64547/study1/view2_frontal.jpg,Edema,-1.340049,4.756529
45,CheXpert-v1.0/train/patient64547/study1/view2_frontal.jpg,Atelectasis,-0.767971,4.840071
46,CheXpert-v1.0/train/patient64547/study1/view2_frontal.jpg,Pleural Effusion,-1.304730,4.147323
47,CheXpert-v1.0/train/patient64547/study1/view2_frontal.jpg,Support Devices,0.805754,0.590235
48,CheXpert-v1.0/train/patient64548/study1/view1_frontal.jpg,Cardiomegaly,1.063865,33.035995
49,CheXpert-v1.0/train/patient64548/study1/view1_frontal.jpg,Lung Opacity,1.057121,32.631573
50,CheXpert-v1.0/train/patient64548/study1/view1_frontal.jpg,Edema,-0.994705,5.501418
51,CheXpert-v1.0/train/patient64548/study1/view1_frontal.jpg,Atelectasis,1.057936,35.852596
52,CheXpert-v1.0/train/patient64548/study1/view1_frontal.jpg,Pleural Effusion,1.058059,36.270203
53,CheXpert-v1.0/train/patient64548/study1/view1_frontal.jpg,Support Devices,1.073956,35.273899
54,CheXpert-v1.0/train/patient64549/study1/view1_frontal.jpg,Cardiomegaly,1.039462,5.093647
55,CheXpert-v1.0/train/patient64549/study1/view1_frontal.jpg,Lung Opacity,-0.214746,11.110465
56,CheXpert-v1.0/train/patient64549/study1/view1_frontal.jpg,Edema,-0.246001,0.868891
57,CheXpert-v1.0/train/patient64549/study1/view1_frontal.jpg,Atelectasis,-1.982530,3.146117
58,CheXpert-v1.0/train/patient64549/study1/view1_frontal.jpg,Pleural Effusion,-2.288858,3.337624
59,CheXpert-v1.0/train/patient64549/study1/view1_frontal.jpg,Support Devices,3.366962,2.688275
60,CheXpert-v1.0/train/patient64551/study1/view1_frontal.jpg,Cardiomegaly,-1.058796,5.770516
61,CheXpert-v1.0/train/patient64551/study1/view1_frontal.jpg,Lung Opacity,-0.956501,3.431937
62,CheXpert-v1.0/train/patient64551/study1/view1_frontal.jpg,Edema,-1.586598,3.154245
63,CheXpert-v1.0/train/patient64551/study1/view1_frontal.jpg,Atelectasis,-0.634509,5.938713
64,CheXpert-v1.0/train/patient64551/study1/view1_frontal.jpg,Pleural Effusion,1.645867,0.860201
65,CheXpert-v1.0/train/patient64551/study1/view1_frontal.jpg,Support Devices,-1.719566,4.083187
66,CheXpert-v1.0/train/patient64551/study1/view2_lateral.jpg,Cardiomegaly,-0.149725,11.944243
67,CheXpert-v1.0/train/patient64551/study1/view2_lateral.jpg,Lung Opacity,0.519868,1.382614
68,CheXpert-v1.0/train/patient64551/study1/view2_lateral.jpg,Edema,-2.890958,2.828923
69,CheXpert-v1.0/train/patient64551/study1/view2_lateral.jpg,Atelectasis,-1.696474,0.989765
70,CheXpert-v1.0/train/patient64551/study1/view2_lateral.jpg,Pleural Effusion,-0.632639,7.220866
71,CheXpert-v1.0/train/patient64551/study1/view2_lateral.jpg,Support Devices,-0.271057,10.332317
72,CheXpert-v1.0/train/patient64552/study1/view1_frontal.jpg,Cardiomegaly,-0.942628,4.156963
73,CheXpert-v1.0/train/patient64552/study1/view1_frontal.jpg,Lung Opacity,-1.459943,3.999704
74,CheXpert-v1.0/train/patient64552/study1/view1_frontal.jpg,Edema,-2.254519,2.752155
75,CheXpert-v1.0/train/patient64552/study1/view1_frontal.jpg,Atelectasis,1.057417,33.441879
76,CheXpert-v1.0/train/patient64552/study1/view1_frontal.jpg,Pleural Effusion,-1.580720,3.620887
77,CheXpert-v1.0/train/patient64552/study1/view1_frontal.jpg,Support Devices,4.347873,1.892931
78,CheXpert-v1.0/train/patient64553/study1/view1_frontal.jpg,Cardiomegaly,3.868290,3.847500
79,CheXpert-v1.0/train/patient64553/study1/view1_frontal.jpg,Lung Opacity,2.656188,0.533804
80,CheXpert-v1.0/train/patient64553/study1/view1_frontal.jpg,Edema,-1.939880,2.709874
81,CheXpert-v1.0/train/patient64553/study1/view1_frontal.jpg,Atelectasis,0.668716,0.134123
82,CheXpert-v1.0/train/patient64553/study1/view1_frontal.jpg,Pleural Effusion,-1.047553,5.214935
83,CheXpert-v1.0/train/patient64553/study1/view1_frontal.jpg,Support Devices,4.043873,3.026487
84,CheXpert-v1.0/train/patient64554/study1/view1_frontal.jpg,Cardiomegaly,-1.954824,3.096826
85,CheXpert-v1.0/train/patient64554/study1/view1_frontal.jpg,Lung Opacity,3.200819,3.667493
86,CheXpert-v1.0/train/patient64554/study1/view1_frontal.jpg,Edema,-1.622543,5.279705
87,CheXpert-v1.0/train/patient64554/study1/view1_frontal.jpg,Atelectasis,0.684280,0.022180
88,CheXpert-v1.0/train/patient64554/study1/view1_frontal.jpg,Pleural Effusion,0.771055,0.045907
89,CheXpert-v1.0/train/patient64554/study1/view1_frontal.jpg,Support Devices,1.888248,8.220288
90,CheXpert-v1.0/train/patient64555/study1/view1_frontal.jpg,Cardiomegaly,1.083902,37.739212
91,CheXpert-v1.0/train/patient64555/study1/view1_frontal.jpg,Lung Opacity,-1.241464,6.099466
92,CheXpert-v1.0/train/patient64555/study1/view1_frontal.jpg,Edema,1.071874,0.654388
93,CheXpert-v1.0/train/patient64555/study1/view1_frontal.jpg,Atelectasis,2.474902,7.532500
94,CheXpert-v1.0/train/patient64555/study1/view1_frontal.jpg,Pleural Effusion,1.058564,32.362480
95,CheXpert-v1.0/train/patient64555/study1/view1_frontal.jpg,Support Devices,1.080652,34.848625
96,CheXpert-v1.0/train/patient64556/study1/view1_frontal.jpg,Cardiomegaly,-1.548269,4.310068
97,CheXpert-v1.0/train/patient64556/study1/view1_frontal.jpg,Lung Opacity,-2.038778,2.655926
98,CheXpert-v1.0/train/patient64556/study1/view1_frontal.jpg,Edema,-2.898092,1.983482
99,CheXpert-v1.0/train/patient64556/study1/view1_frontal.jpg,Atelectasis,-0.942929,4.497655
100,CheXpert-v1.0/train/patient64556/study1/view1_frontal.jpg,Pleural Effusion,-0.884858,4.688137
101,CheXpert-v1.0/train/patient64556/study1/view1_frontal.jpg,Support Devices,-0.789097,5.458051
102,CheXpert-v1.0/train/patient64556/study1/view2_lateral.jpg,Cardiomegaly,-1.104596,2.627241
103,CheXpert-v1.0/train/patient64556/study1/view2_lateral.jpg,Lung Opacity,-1.686729,5.547091
104,CheXpert-v1.0/train/patient64556/study1/view2_lateral.jpg,Edema,-1.254504,4.999183
105,CheXpert-v1.0/train/patient64556/study1/view2_lateral.jpg,Atelectasis,-1.191280,4.933090
106,CheXpert-v1.0/train/patient64556/study1/view2_lateral.jpg,Pleural Effusion,-2.039699,3.075197
107,CheXpert-v1.0/train/patient64556/study1/view2_lateral.jpg,Support Devices,-3.571235,1.841440
108,CheXpert-v1.0/train/patient64558/study1/view1_frontal.jpg,Cardiomegaly,-1.488207,3.486613
109,CheXpert-v1.0/train/patient64558/study1/view1_frontal.jpg,Lung Opacity,-1.865367,3.632173
110,CheXpert-v1.0/train/patient64558/study1/view1_frontal.jpg,Edema,-1.622357,3.371635
111,CheXpert-v1.0/train/patient64558/study1/view1_frontal.jpg,Atelectasis,-0.851918,5.620788
112,CheXpert-v1.0/train/patient64558/study1/view1_frontal.jpg,Pleural Effusion,-1.465607,3.762945
113,CheXpert-v1.0/train/patient64558/study1/view1_frontal.jpg,Support Devices,-1.045764,4.796843
114,CheXpert-v1.0/train/patient64558/study1/view2_lateral.jpg,Cardiomegaly,-1.849631,3.196327
115,CheXpert-v1.0/train/patient64558/study1/view2_lateral.jpg,Lung Opacity,-1.413527,3.513320
116,CheXpert-v1.0/train/patient64558/study1/view2_lateral.jpg,Edema,-0.854404,4.440190
117,CheXpert-v1.0/train/patient64558/study1/view2_lateral.jpg,Atelectasis,-1.228019,4.424137
118,CheXpert-v1.0/train/patient64558/study1/view2_lateral.jpg,Pleural Effusion,-1.769131,3.398004
119,CheXpert-v1.0/train/patient64558/study1/view2_lateral.jpg,Support Devices,-2.114121,2.863831
120,CheXpert-v1.0/train/patient64559/study1/view1_frontal.jpg,Cardiomegaly,-2.277657,2.715539
121,CheXpert-v1.0/train/patient64559/study1/view1_frontal.jpg,Lung Opacity,-1.669446,3.870462
122,CheXpert-v1.0/train/patient64559/study1/view1_frontal.jpg,Edema,-3.283704,2.103835
123,CheXpert-v1.0/train/patient64559/study1/view1_frontal.jpg,Atelectasis,-0.693506,5.127649
124,CheXpert-v1.0/train/patient64559/study1/view1_frontal.jpg,Pleural Effusion,-2.018555,3.184934
125,CheXpert-v1.0/train/patient64559/study1/view1_frontal.jpg,Support Devices,-1.252387,4.455556
126,CheXpert-v1.0/train/patient64559/study1/view2_lateral.jpg,Cardiomegaly,-1.084773,4.526302
127,CheXpert-v1.0/train/patient64559/study1/view2_lateral.jpg,Lung Opacity,-0.492784,8.236564
128,CheXpert-v1.0/train/patient64559/study1/view2_lateral.jpg,Edema,-0.833525,4.625716
129,CheXpert-v1.0/train/patient64559/study1/view2_lateral.jpg,Atelectasis,-2.161762,2.878809
130,CheXpert-v1.0/train/patient64559/study1/view2_lateral.jpg,Pleural Effusion,-1.120556,4.146532
131,CheXpert-v1.0/train/patient64559/study1/view2_lateral.jpg,Support Devices,-1.356097,3.899563
132,CheXpert-v1.0/train/patient64560/study1/view1_frontal.jpg,Cardiomegaly,-0.198477,10.033237
133,CheXpert-v1.0/train/patient64560/study1/view1_frontal.jpg,Lung Opacity,-1.735585,3.301343
134,CheXpert-v1.0/train/patient64560/study1/view1_frontal.jpg,Edema,-1.719228,2.930930
135,CheXpert-v1.0/train/patient64560/study1/view1_frontal.jpg,Atelectasis,-0.756130,5.333819
136,CheXpert-v1.0/train/patient64560/study1/view1_frontal.jpg,Pleural Effusion,-0.204144,11.163807
137,CheXpert-v1.0/train/patient64560/study1/view1_frontal.jpg,Support Devices,-1.333075,3.589507
138,CheXpert-v1.0/train/patient64560/study1/view2_lateral.jpg,Cardiomegaly,-2.301460,2.354359
139,CheXpert-v1.0/train/patient64560/study1/view2_lateral.jpg,Lung Opacity,4.120857,3.517429
140,CheXpert-v1.0/train/patient64560/study1/view2_lateral.jpg,Edema,-1.618153,3.384358
141,CheXpert-v1.0/train/patient64560/study1/view2_lateral.jpg,Atelectasis,-1.078708,3.415902
142,CheXpert-v1.0/train/patient64560/study1/view2_lateral.jpg,Pleural Effusion,-1.267133,3.743015
143,CheXpert-v1.0/train/patient64560/study1/view2_lateral.jpg,Support Devices,2.001130,0.190440
144,CheXpert-v1.0/train/patient64561/study1/view1_frontal.jpg,Cardiomegaly,-0.311246,8.966999
145,CheXpert-v1.0/train/patient64561/study1/view1_frontal.jpg,Lung Opacity,-0.358355,4.360833
146,CheXpert-v1.0/train/patient64561/study1/view1_frontal.jpg,Edema,-2.479239,2.830927
147,CheXpert-v1.0/train/patient64561/study1/view1_frontal.jpg,Atelectasis,3.676724,1.982402
148,CheXpert-v1.0/train/patient64561/study1/view1_frontal.jpg,Pleural Effusion,-0.475120,6.496373
149,CheXpert-v1.0/train/patient64561/study1/view1_frontal.jpg,Support Devices,-0.334644,9.483405
150,CheXpert-v1.0/train/patient64563/study1/view1_frontal.jpg,Cardiomegaly,-0.425630,5.496695
151,CheXpert-v1.0/train/patient64563/study1/view1_frontal.jpg,Lung Opacity,2.277327,6.427616
152,CheXpert-v1.0/train/patient64563/study1/view1_frontal.jpg,Edema,-1.078658,0.316567
153,CheXpert-v1.0/train/patient64563/study1/view1_frontal.jpg,Atelectasis,-0.720910,4.609043
154,CheXpert-v1.0/train/patient64563/study1/view1_frontal.jpg,Pleural Effusion,-0.440215,6.436174
155,CheXpert-v1.0/train/patient64563/study1/view1_frontal.jpg,Support Devices,-1.165197,4.022431
156,CheXpert-v1.0/train/patient64564/study1/view1_frontal.jpg,Cardiomegaly,4.687788,3.086282
157,CheXpert-v1.0/train/patient64564/study1/view1_frontal.jpg,Lung Opacity,-2.386726,2.490333
158,CheXpert-v1.0/train/patient64564/study1/view1_frontal.jpg,Edema,-1.594432,4.292687
159,CheXpert-v1.0/train/patient64564/study1/view1_frontal.jpg,Atelectasis,-1.616275,4.253775
160,CheXpert-v1.0/train/patient64564/study1/view1_frontal.jpg,Pleural Effusion,-0.559630,0.182114
161,CheXpert-v1.0/train/patient64564/study1/view1_frontal.jpg,Support Devices,-1.642780,2.985156
162,CheXpert-v1.0/train/patient64565/study1/view1_frontal.jpg,Cardiomegaly,1.057606,33.175068
163,CheXpert-v1.0/train/patient64565/study1/view1_frontal.jpg,Lung Opacity,1.057850,32.906124
164,CheXpert-v1.0/train/patient64565/study1/view1_frontal.jpg,Edema,-2.193810,2.791801
165,CheXpert-v1.0/train/patient64565/study1/view1_frontal.jpg,Atelectasis,-0.765787,4.945175
166,CheXpert-v1.0/train/patient64565/study1/view1_frontal.jpg,Pleural Effusion,1.852568,10.991913
167,CheXpert-v1.0/train/patient64565/study1/view1_frontal.jpg,Support Devices,-0.728175,3.648103
168,CheXpert-v1.0/train/patient64566/study1/view1_frontal.jpg,Cardiomegaly,-0.569543,7.679875
169,CheXpert-v1.0/train/patient64566/study1/view1_frontal.jpg,Lung Opacity,1.078436,39.619144
170,CheXpert-v1.0/train/patient64566/study1/view1_frontal.jpg,Edema,-1.143642,4.568001
171,CheXpert-v1.0/train/patient64566/study1/view1_frontal.jpg,Atelectasis,1.056913,32.933304
172,CheXpert-v1.0/train/patient64566/study1/view1_frontal.jpg,Pleural Effusion,-1.460002,3.759459
173,CheXpert-v1.0/train/patient64566/study1/view1_frontal.jpg,Support Devices,-1.638237,6.930592
174,CheXpert-v1.0/train/patient64566/study1/view2_lateral.jpg,Cardiomegaly,-2.067793,2.962478
175,CheXpert-v1.0/train/patient64566/study1/view2_lateral.jpg,Lung Opacity,4.849411,3.166078
176,CheXpert-v1.0/train/patient64566/study1/view2_lateral.jpg,Edema,-1.728539,3.282158
177,CheXpert-v1.0/train/patient64566/study1/view2_lateral.jpg,Atelectasis,3.414537,3.966292
178,CheXpert-v1.0/train/patient64566/study1/view2_lateral.jpg,Pleural Effusion,-0.913633,3.790963
179,CheXpert-v1.0/train/patient64566/study1/view2_lateral.jpg,Support Devices,2.902081,5.501873
180,CheXpert-v1.0/train/patient64567/study1/view1_frontal.jpg,Cardiomegaly,-2.077859,3.827328
181,CheXpert-v1.0/train/patient64567/study1/view1_frontal.jpg,Lung Opacity,-1.846853,2.847342
182,CheXpert-v1.0/train/patient64567/study1/view1_frontal.jpg,Edema,-2.311478,2.672078
183,CheXpert-v1.0/train/patient64567/study1/view1_frontal.jpg,Atelectasis,-1.746975,6.265209
184,CheXpert-v1.0/train/patient64567/study1/view1_frontal.jpg,Pleural Effusion,-0.789464,3.714106
185,CheXpert-v1.0/train/patient64567/study1/view1_frontal.jpg,Support Devices,-1.172485,3.489715
186,CheXpert-v1.0/train/patient64567/study1/view2_lateral.jpg,Cardiomegaly,-1.753996,3.888565
187,CheXpert-v1.0/train/patient64567/study1/view2_lateral.jpg,Lung Opacity,-1.369121,3.970732
188,CheXpert-v1.0/train/patient64567/study1/view2_lateral.jpg,Edema,-1.465937,3.261378
189,CheXpert-v1.0/train/patient64567/study1/view2_lateral.jpg,Atelectasis,-1.163144,5.348494
190,CheXpert-v1.0/train/patient64567/study1/view2_lateral.jpg,Pleural Effusion,-2.135251,3.013193
191,CheXpert-v1.0/train/patient64567/study1/view2_lateral.jpg,Support Devices,3.106439,2.512462
192,CheXpert-v1.0/train/patient64568/study1/view1_frontal.jpg,Cardiomegaly,-1.778180,3.451174
193,CheXpert-v1.0/train/patient64568/study1/view1_frontal.jpg,Lung Opacity,-2.921449,2.654521
194,CheXpert-v1.0/train/patient64568/study1/view1_frontal.jpg,Edema,-1.222836,4.721026
195,CheXpert-v1.0/train/patient64568/study1/view1_frontal.jpg,Atelectasis,-0.924881,4.375316
196,CheXpert-v1.0/train/patient64568/study1/view1_frontal.jpg,Pleural Effusion,-1.861808,3.212513
197,CheXpert-v1.0/train/patient64568/study1/view1_frontal.jpg,Support Devices,-0.420191,5.027688
198,CheXpert-v1.0/train/patient64569/study1/view1_frontal.jpg,Cardiomegaly,3.746857,3.734745
199,CheXpert-v1.0/train/patient64569/study1/view1_frontal.jpg,Lung Opacity,1.046652,29.888615
200,CheXpert-v1.0/train/patient64569/study1/view1_frontal.jpg,Edema,-1.939437,3.091636
201,CheXpert-v1.0/train/patient64569/study1/view1_frontal.jpg,Atelectasis,-0.534146,0.598578
202,CheXpert-v1.0/train/patient64569/study1/view1_frontal.jpg,Pleural Effusion,1.055554,0.188168
203,CheXpert-v1.0/train/patient64569/study1/view1_frontal.jpg,Support Devices,1.057763,32.607555
204,CheXpert-v1.0/train/patient64570/study1/view1_frontal.jpg,Cardiomegaly,-2.010911,3.379358
205,CheXpert-v1.0/train/patient64570/study1/view1_frontal.jpg,Lung Opacity,1.057385,34.809589
206,CheXpert-v1.0/train/patient64570/study1/view1_frontal.jpg,Edema,-1.033910,3.632087
207,CheXpert-v1.0/train/patient64570/study1/view1_frontal.jpg,Atelectasis,0.294549,0.147843
208,CheXpert-v1.0/train/patient64570/study1/view1_frontal.jpg,Pleural Effusion,-2.091229,4.499112
209,CheXpert-v1.0/train/patient64570/study1/view1_frontal.jpg,Support Devices,-2.166221,4.890740
210,CheXpert-v1.0/train/patient64570/study1/view2_lateral.jpg,Cardiomegaly,-1.735470,3.384689
211,CheXpert-v1.0/train/patient64570/study1/view2_lateral.jpg,Lung Opacity,2.573706,0.591332
212,CheXpert-v1.0/train/patient64570/study1/view2_lateral.jpg,Edema,-0.462678,3.448093
213,CheXpert-v1.0/train/patient64570/study1/view2_lateral.jpg,Atelectasis,-1.270154,4.980265
214,CheXpert-v1.0/train/patient64570/study1/view2_lateral.jpg,Pleural Effusion,-0.774397,3.667794
215,CheXpert-v1.0/train/patient64570/study1/view2_lateral.jpg,Support Devices,2.844100,3.694660
216,CheXpert-v1.0/train/patient64571/study1/view1_frontal.jpg,Cardiomegaly,-2.327646,2.339328
217,CheXpert-v1.0/train/patient64571/study1/view1_frontal.jpg,Lung Opacity,-0.396556,7.257667
218,CheXpert-v1.0/train/patient64571/study1/view1_frontal.jpg,Edema,-0.788572,4.825841
219,CheXpert-v1.0/train/patient64571/study1/view1_frontal.jpg,Atelectasis,-1.154056,5.243170
220,CheXpert-v1.0/train/patient64571/study1/view1_frontal.jpg,Pleural Effusion,-0.870744,2.855503
221,CheXpert-v1.0/train/patient64571/study1/view1_frontal.jpg,Support Devices,0.144743,1.005652
222,CheXpert-v1.0/train/patient64572/study1/view1_frontal.jpg,Cardiomegaly,3.444418,3.946295
223,CheXpert-v1.0/train/patient64572/study1/view1_frontal.jpg,Lung Opacity,-1.217252,3.736941
224,CheXpert-v1.0/train/patient64572/study1/view1_frontal.jpg,Edema,-2.436620,2.559334
225,CheXpert-v1.0/train/patient64572/study1/view1_frontal.jpg,Atelectasis,-2.401536,2.632271
226,CheXpert-v1.0/train/patient64572/study1/view1_frontal.jpg,Pleural Effusion,-1.747244,3.650287
227,CheXpert-v1.0/train/patient64572/study1/view1_frontal.jpg,Support Devices,1.069174,34.586246
228,CheXpert-v1.0/train/patient64573/study1/view1_frontal.jpg,Cardiomegaly,-1.432641,3.266409
229,CheXpert-v1.0/train/patient64573/study1/view1_frontal.jpg,Lung Opacity,-1.697879,6.061983
230,CheXpert-v1.0/train/patient64573/study1/view1_frontal.jpg,Edema,2.507470,3.200246
231,CheXpert-v1.0/train/patient64573/study1/view1_frontal.jpg,Atelectasis,1.113718,0.198314
232,CheXpert-v1.0/train/patient64573/study1/view1_frontal.jpg,Pleural Effusion,3.881647,3.944772
233,CheXpert-v1.0/train/patient64573/study1/view1_frontal.jpg,Support Devices,1.046081,0.102792
234,CheXpert-v1.0/train/patient64574/study1/view1_frontal.jpg,Cardiomegaly,-1.367924,3.951147
235,CheXpert-v1.0/train/patient64574/study1/view1_frontal.jpg,Lung Opacity,0.588573,0.026430
236,CheXpert-v1.0/train/patient64574/study1/view1_frontal.jpg,Edema,-2.205544,2.775201
237,CheXpert-v1.0/train/patient64574/study1/view1_frontal.jpg,Atelectasis,0.464129,0.076553
238,CheXpert-v1.0/train/patient64574/study1/view1_frontal.jpg,Pleural Effusion,-1.953379,2.396449
239,CheXpert-v1.0/train/patient64574/study1/view1_frontal.jpg,Support Devices,1.046773,0.159081
240,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Cardiomegaly,-1.309814,4.948302
241,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Lung Opacity,-1.175237,3.725056
242,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Edema,-0.826820,5.010339
243,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Atelectasis,-0.753662,4.493891
244,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Pleural Effusion,-3.334099,2.130662
245,CheXpert-v1.0/train/patient64575/study1/view1_frontal.jpg,Support Devices,-1.530281,3.693374
246,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Cardiomegaly,-1.495633,4.700930
247,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Lung Opacity,-2.052907,3.300694
248,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Edema,-2.015510,2.979362
249,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Atelectasis,-2.221363,2.909209
250,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Pleural Effusion,-1.875946,3.166617
251,CheXpert-v1.0/train/patient64575/study1/view2_lateral.jpg,Support Devices,-1.136280,6.077454
252,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Cardiomegaly,-2.452044,2.508467
253,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Lung Opacity,-1.441373,3.938927
254,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Edema,-0.480243,6.666641
255,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Atelectasis,-2.507856,2.420054
256,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Pleural Effusion,-0.417348,8.612642
257,CheXpert-v1.0/train/patient64576/study1/view1_frontal.jpg,Support Devices,-0.586916,6.111320
258,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Cardiomegaly,-1.672481,3.599745
259,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Lung Opacity,0.961955,0.158826
260,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Edema,-0.870847,6.125001
261,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Atelectasis,2.626589,0.417013
262,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Pleural Effusion,1.058768,34.500069
263,CheXpert-v1.0/train/patient64577/study1/view1_frontal.jpg,Support Devices,1.072279,35.442101
264,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Cardiomegaly,-2.075381,3.227452
265,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Lung Opacity,-1.332288,3.837528
266,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Edema,-1.551384,4.652935
267,CheXpert-v1.0/train/patient64578/study1/view1_frontal.jpg,Atelectasis,-0.351374,3.839293
